OrderID,OrderDate,Revenue,Profit
90,1/18/2020,576,367
91,1/19/2020,802,292
92,1/19/2020,501,227
93,1/19/2020,829,257
94,1/19/2020,655,112
95,1/19/2020,261,192
96,1/20/2020,301,98
97,1/20/2020,369,129
98,1/20/2020,962,236
99,1/20/2020,915,377
100,1/20/2020,370,125
101,1/21/2020,555,66
102,1/21/2020,561,200
103,1/21/2020,826,83
104,1/21/2020,351,265
105,1/21/2020,801,263
106,1/22/2020,395,339
107,1/22/2020,824,106
108,1/22/2020,819,236
109,1/22/2020,848,26
110,1/22/2020,437,297
111,1/23/2020,978,356
112,1/23/2020,152,229
113,1/23/2020,891,188
114,1/23/2020,316,349
115,1/23/2020,863,157
116,1/24/2020,287,325
117,1/24/2020,479,249
118,1/24/2020,592,327
119,1/24/2020,140,180
120,1/24/2020,256,20
121,1/25/2020,114,255
122,1/25/2020,912,207
123,1/25/2020,164,23
124,1/25/2020,956,151
125,1/25/2020,938,237
126,1/26/2020,620,279
127,1/26/2020,443,20
128,1/26/2020,228,90
129,1/26/2020,747,197
130,1/26/2020,571,208
131,1/27/2020,162,310
132,1/27/2020,238,27
133,1/27/2020,598,272
134,1/27/2020,692,311
135,1/27/2020,491,263
136,1/28/2020,774,142
137,1/28/2020,518,318
138,1/28/2020,388,302
139,1/28/2020,478,51
140,1/28/2020,872,353
141,1/29/2020,589,396
142,1/29/2020,330,165
143,1/29/2020,140,175
144,1/29/2020,127,35
145,1/29/2020,234,374
146,1/30/2020,300,66
147,1/30/2020,939,270
148,1/30/2020,879,206
149,1/30/2020,132,50
150,1/30/2020,147,279
151,1/31/2020,602,36
152,1/31/2020,506,58
153,1/31/2020,673,323
154,1/31/2020,827,58
155,1/31/2020,904,151
156,2/1/2020,198,49
157,2/1/2020,783,177
158,2/1/2020,971,297
159,2/1/2020,825,222
160,2/1/2020,646,85
161,2/2/2020,838,127
162,2/2/2020,712,287
163,2/2/2020,561,241
164,2/2/2020,742,311
165,2/2/2020,868,37
166,2/3/2020,104,109
167,2/3/2020,317,200
168,2/3/2020,602,274
169,2/3/2020,866,272
170,2/3/2020,497,276
171,2/4/2020,970,365
172,2/4/2020,894,106
173,2/4/2020,492,109
174,2/4/2020,306,256
175,2/4/2020,114,89
176,2/5/2020,957,63
177,2/5/2020,653,219
178,2/5/2020,991,171
179,2/5/2020,560,105
180,2/5/2020,790,38
181,2/6/2020,674,120
182,2/6/2020,963,114
183,2/6/2020,842,273
184,2/6/2020,340,376
185,2/6/2020,663,49
186,2/7/2020,195,268
187,2/7/2020,999,52
188,2/7/2020,833,248
189,2/7/2020,584,31
190,2/7/2020,506,137
191,2/8/2020,330,369
192,2/8/2020,848,174
193,2/8/2020,754,265
194,2/8/2020,270,351
195,2/8/2020,640,266
196,2/9/2020,135,48
197,2/9/2020,624,180
198,2/9/2020,259,254
199,2/9/2020,938,209
200,2/9/2020,798,136
201,2/10/2020,342,290
202,2/10/2020,185,277
203,2/10/2020,895,199
204,2/10/2020,677,392
205,2/10/2020,781,191
206,2/11/2020,656,293
207,2/11/2020,673,278
208,2/11/2020,745,154
209,2/11/2020,895,190
210,2/11/2020,127,229
211,2/12/2020,719,255
212,2/12/2020,655,205
213,2/12/2020,439,383
214,2/12/2020,897,114
215,2/12/2020,430,397
216,2/13/2020,739,30
217,2/13/2020,605,87
218,2/13/2020,447,398
219,2/13/2020,572,229
220,2/13/2020,330,215
221,2/14/2020,289,388
222,2/14/2020,324,117
223,2/14/2020,484,112
224,2/14/2020,476,41
225,2/14/2020,382,191
226,2/15/2020,732,153
227,2/15/2020,727,44
228,2/15/2020,844,204
229,2/15/2020,358,104
230,2/15/2020,458,74
231,2/16/2020,809,270
232,2/16/2020,555,163
233,2/16/2020,510,370
234,2/16/2020,748,186
235,2/16/2020,417,243
236,2/17/2020,776,239
237,2/17/2020,324,198
238,2/17/2020,918,138
239,2/17/2020,333,284
240,2/17/2020,783,169
241,2/18/2020,763,234
242,2/18/2020,926,216
243,2/18/2020,473,61
244,2/18/2020,771,72
245,2/18/2020,707,349
246,2/19/2020,571,270
247,2/19/2020,332,314
248,2/19/2020,791,397
249,2/19/2020,212,290
250,2/19/2020,929,142
251,2/20/2020,596,386
252,2/20/2020,541,358
253,2/20/2020,663,285
254,2/20/2020,367,367
255,2/20/2020,609,48
256,2/21/2020,906,54
257,2/21/2020,485,25
258,2/21/2020,486,130
259,2/21/2020,212,313
260,2/21/2020,712,96
261,2/22/2020,724,368
262,2/22/2020,180,166
263,2/22/2020,798,86
264,2/22/2020,212,27
265,2/22/2020,101,141
266,2/23/2020,741,359
267,2/23/2020,319,194
268,2/23/2020,665,198
269,2/23/2020,954,104
270,2/23/2020,835,64
271,2/24/2020,324,155
272,2/24/2020,484,362
273,2/24/2020,502,35
274,2/24/2020,737,352
275,2/24/2020,229,214
276,2/25/2020,152,28
277,2/25/2020,783,335
278,2/25/2020,829,353
279,2/25/2020,771,352
280,2/25/2020,809,346
281,2/26/2020,515,34
282,2/26/2020,346,346
283,2/26/2020,935,121
284,2/26/2020,538,245
285,2/26/2020,302,297
286,2/27/2020,283,132
287,2/27/2020,222,20
288,2/27/2020,500,285
289,2/27/2020,866,227
290,2/27/2020,393,129
291,2/28/2020,379,219
292,2/28/2020,936,388
293,2/28/2020,983,325
294,2/28/2020,709,31
295,2/28/2020,297,364
296,2/29/2020,610,207
297,2/29/2020,851,173
298,2/29/2020,243,387
299,2/29/2020,708,353
300,2/29/2020,300,396
301,3/1/2020,223,298
302,3/1/2020,286,190
303,3/1/2020,425,153
304,3/1/2020,563,44
305,3/1/2020,448,37
306,3/2/2020,870,209
307,3/2/2020,759,160
308,3/2/2020,863,62
309,3/2/2020,502,353
310,3/2/2020,445,303
311,3/3/2020,610,165
312,3/3/2020,246,334
313,3/3/2020,247,338
314,3/3/2020,963,111
315,3/3/2020,810,198
316,3/4/2020,919,75
317,3/4/2020,588,174
318,3/4/2020,739,179
319,3/4/2020,650,130
320,3/4/2020,437,156
321,3/5/2020,971,251
322,3/5/2020,740,239
323,3/5/2020,878,87
324,3/5/2020,572,321
325,3/5/2020,250,268
326,3/6/2020,514,342
327,3/6/2020,397,25
328,3/6/2020,710,299
329,3/6/2020,362,113
330,3/6/2020,863,288
331,3/7/2020,243,216
332,3/7/2020,445,44
333,3/7/2020,723,167
334,3/7/2020,671,137
335,3/7/2020,980,357
336,3/8/2020,101,386
337,3/8/2020,996,357
338,3/8/2020,403,85
339,3/8/2020,353,320
340,3/8/2020,751,389
341,3/9/2020,552,194
342,3/9/2020,136,338
343,3/9/2020,259,95
344,3/9/2020,108,133
345,3/9/2020,332,130
346,3/10/2020,198,268
347,3/10/2020,758,222
348,3/10/2020,915,166
349,3/10/2020,307,54
350,3/10/2020,230,328
351,3/11/2020,503,45
352,3/11/2020,251,257
353,3/11/2020,153,33
354,3/11/2020,219,393
355,3/11/2020,772,64
356,3/12/2020,727,235
357,3/12/2020,686,252
358,3/12/2020,724,212
359,3/12/2020,519,70
360,3/12/2020,521,394
361,3/13/2020,203,233
362,3/13/2020,951,170
363,3/13/2020,353,294
364,3/13/2020,326,357
365,3/13/2020,211,95
366,3/14/2020,609,239
367,3/14/2020,572,367
368,3/14/2020,198,206
369,3/14/2020,252,308
370,3/14/2020,960,47
371,3/15/2020,995,398
372,3/15/2020,977,199
373,3/15/2020,437,272
374,3/15/2020,805,145
375,3/15/2020,921,196
376,3/16/2020,262,56
377,3/16/2020,819,118
378,3/16/2020,780,117
379,3/16/2020,260,146
380,3/16/2020,679,187
381,3/17/2020,900,99
382,3/17/2020,497,313
383,3/17/2020,376,352
384,3/17/2020,915,145
385,3/17/2020,603,362
386,3/18/2020,995,329
387,3/18/2020,491,169
388,3/18/2020,234,35
389,3/18/2020,294,47
390,3/18/2020,500,192
391,3/19/2020,739,65
392,3/19/2020,132,347
393,3/19/2020,787,255
394,3/19/2020,559,233
395,3/19/2020,982,104
396,3/20/2020,569,301
397,3/20/2020,474,251
398,3/20/2020,121,104
399,3/20/2020,849,84
400,3/20/2020,769,153
401,3/21/2020,137,170
402,3/21/2020,329,134
403,3/21/2020,464,83
404,3/21/2020,662,362
405,3/21/2020,537,382
406,3/22/2020,875,371
407,3/22/2020,382,177
408,3/22/2020,126,96
409,3/22/2020,325,165
410,3/22/2020,376,362
411,3/23/2020,897,244
412,3/23/2020,708,332
413,3/23/2020,383,122
414,3/23/2020,978,366
415,3/23/2020,580,320
416,3/24/2020,552,107
417,3/24/2020,928,390
418,3/24/2020,915,322
419,3/24/2020,758,187
420,3/24/2020,615,189
421,3/25/2020,646,154
422,3/25/2020,291,69
423,3/25/2020,148,359
424,3/25/2020,611,366
425,3/25/2020,116,153
426,3/26/2020,271,366
427,3/26/2020,319,156
428,3/26/2020,257,264
429,3/26/2020,576,128
430,3/26/2020,145,332
431,3/27/2020,472,306
432,3/27/2020,617,40
433,3/27/2020,198,109
434,3/27/2020,991,315
435,3/27/2020,844,131
436,3/28/2020,136,320
437,3/28/2020,379,96
438,3/28/2020,448,196
439,3/28/2020,596,362
440,3/28/2020,401,167
441,3/29/2020,280,120
442,3/29/2020,706,265
443,3/29/2020,198,136
444,3/29/2020,799,111
445,3/29/2020,215,47
446,3/30/2020,290,44
447,3/30/2020,352,77
448,3/30/2020,260,316
449,3/30/2020,355,153
450,3/30/2020,422,350
451,3/31/2020,227,268
452,3/31/2020,117,57
453,3/31/2020,892,94
454,3/31/2020,834,161
455,3/31/2020,665,341
456,4/1/2020,669,187
457,4/1/2020,422,278
458,4/1/2020,971,392
459,4/1/2020,785,374
460,4/1/2020,891,244
461,4/2/2020,725,171
462,4/2/2020,387,38
463,4/2/2020,953,165
464,4/2/2020,762,260
465,4/2/2020,738,391
466,4/3/2020,254,363
467,4/3/2020,589,256
468,4/3/2020,485,54
469,4/3/2020,884,209
470,4/3/2020,203,20
471,4/4/2020,492,172
472,4/4/2020,910,145
473,4/4/2020,345,364
474,4/4/2020,275,245
475,4/4/2020,138,240
476,4/5/2020,576,230
477,4/5/2020,781,44
478,4/5/2020,858,35
479,4/5/2020,637,201
480,4/5/2020,966,348
481,4/6/2020,917,148
482,4/6/2020,507,61
483,4/6/2020,624,355
484,4/6/2020,927,255
485,4/6/2020,605,379
486,4/7/2020,924,53
487,4/7/2020,135,364
488,4/7/2020,784,64
489,4/7/2020,119,153
490,4/7/2020,420,40
491,4/8/2020,875,141
492,4/8/2020,611,89
493,4/8/2020,499,371
494,4/8/2020,753,380
495,4/8/2020,982,67
496,4/9/2020,570,58
497,4/9/2020,242,306
498,4/9/2020,191,29
499,4/9/2020,453,49
500,4/9/2020,933,263
501,4/10/2020,899,293
502,4/10/2020,826,107
503,4/10/2020,953,263
504,4/10/2020,150,348
505,4/10/2020,764,34
506,4/11/2020,797,23
507,4/11/2020,674,210
508,4/11/2020,289,187
509,4/11/2020,224,28
510,4/11/2020,249,128
511,4/12/2020,413,156
512,4/12/2020,669,173
513,4/12/2020,441,228
514,4/12/2020,404,291
515,4/12/2020,791,162
516,4/13/2020,781,118
517,4/13/2020,937,396
518,4/13/2020,882,327
519,4/13/2020,153,88
520,4/13/2020,543,266
521,4/14/2020,712,280
522,4/14/2020,363,295
523,4/14/2020,152,98
524,4/14/2020,671,165
525,4/14/2020,719,130
526,4/15/2020,104,277
527,4/15/2020,202,112
528,4/15/2020,295,32
529,4/15/2020,873,279
530,4/15/2020,976,128
531,4/16/2020,983,349
532,4/16/2020,449,208
533,4/16/2020,146,114
534,4/16/2020,966,124
535,4/16/2020,922,27
536,4/17/2020,919,86
537,4/17/2020,755,210
538,4/17/2020,368,385
539,4/17/2020,469,275
540,4/17/2020,735,28
541,4/18/2020,205,136
542,4/18/2020,769,286
543,4/18/2020,758,118
544,4/18/2020,756,317
545,4/18/2020,219,183
546,4/19/2020,930,395
547,4/19/2020,886,160
548,4/19/2020,703,287
549,4/19/2020,157,56
550,4/19/2020,445,93
551,4/20/2020,840,92
552,4/20/2020,573,327
553,4/20/2020,216,218
554,4/20/2020,929,149
555,4/20/2020,890,265
556,4/21/2020,226,331
557,4/21/2020,492,79
558,4/21/2020,740,298
559,4/21/2020,157,122
560,4/21/2020,733,315
561,4/22/2020,612,339
562,4/22/2020,850,360
563,4/22/2020,901,170
564,4/22/2020,195,176
565,4/22/2020,737,225
566,4/23/2020,217,198
567,4/23/2020,659,216
568,4/23/2020,700,242
569,4/23/2020,587,108
570,4/23/2020,336,306
571,4/24/2020,984,295
572,4/24/2020,996,255
573,4/24/2020,371,202
574,4/24/2020,288,228
575,4/24/2020,803,149
576,4/25/2020,546,172
577,4/25/2020,680,32
578,4/25/2020,889,141
579,4/25/2020,960,378
580,4/25/2020,346,239
581,4/26/2020,175,125
582,4/26/2020,253,394
583,4/26/2020,755,89
584,4/26/2020,534,214
585,4/26/2020,185,205
586,4/27/2020,796,118
587,4/27/2020,384,101
588,4/27/2020,319,94
589,4/27/2020,168,393
590,4/27/2020,146,359
591,4/28/2020,193,211
592,4/28/2020,849,344
593,4/28/2020,552,233
594,4/28/2020,303,334
595,4/28/2020,317,386
596,4/29/2020,573,337
597,4/29/2020,531,163
598,4/29/2020,440,235
599,4/29/2020,650,380
600,4/29/2020,711,343
601,4/30/2020,388,34
602,4/30/2020,353,236
603,4/30/2020,833,54
604,4/30/2020,456,202
605,4/30/2020,122,289
606,5/1/2020,861,377
607,5/1/2020,621,119
608,5/1/2020,857,26
609,5/1/2020,936,49
610,5/1/2020,199,324
611,5/2/2020,901,163
612,5/2/2020,279,130
613,5/2/2020,322,251
614,5/2/2020,861,198
615,5/2/2020,758,91
616,5/3/2020,541,229
617,5/3/2020,707,239
618,5/3/2020,868,99
619,5/3/2020,424,102
620,5/3/2020,615,61
621,5/4/2020,115,292
622,5/4/2020,891,210
623,5/4/2020,435,192
624,5/4/2020,858,26
625,5/4/2020,357,174
626,5/5/2020,596,29
627,5/5/2020,995,53
628,5/5/2020,259,55
629,5/5/2020,574,25
630,5/5/2020,951,234
631,5/6/2020,763,153
632,5/6/2020,789,304
633,5/6/2020,774,145
634,5/6/2020,479,356
635,5/6/2020,644,193
636,5/7/2020,790,171
637,5/7/2020,526,350
638,5/7/2020,712,45
639,5/7/2020,367,134
640,5/7/2020,934,303
641,5/8/2020,676,94
642,5/8/2020,516,185
643,5/8/2020,267,208
644,5/8/2020,941,97
645,5/8/2020,142,109
646,5/9/2020,655,195
647,5/9/2020,384,40
648,5/9/2020,496,73
649,5/9/2020,111,203
650,5/9/2020,706,378
651,5/10/2020,401,241
652,5/10/2020,997,334
653,5/10/2020,352,347
654,5/10/2020,598,198
655,5/10/2020,853,295
656,5/11/2020,134,131
657,5/11/2020,826,243
658,5/11/2020,948,233
659,5/11/2020,189,78
660,5/11/2020,875,346
661,5/12/2020,704,128
662,5/12/2020,701,176
663,5/12/2020,517,210
664,5/12/2020,214,219
665,5/12/2020,716,331
666,5/13/2020,295,215
667,5/13/2020,925,54
668,5/13/2020,600,398
669,5/13/2020,725,265
670,5/13/2020,592,256
671,5/14/2020,174,123
672,5/14/2020,512,26
673,5/14/2020,475,302
674,5/14/2020,519,20
675,5/14/2020,828,238
676,5/15/2020,376,249
677,5/15/2020,860,191
678,5/15/2020,775,106
679,5/15/2020,493,60
680,5/15/2020,968,142
681,5/16/2020,556,350
682,5/16/2020,291,317
683,5/16/2020,838,392
684,5/16/2020,788,197
685,5/16/2020,198,82
686,5/17/2020,647,184
687,5/17/2020,195,206
688,5/17/2020,763,228
689,5/17/2020,762,246
690,5/17/2020,289,67
691,5/18/2020,835,243
692,5/18/2020,136,22
693,5/18/2020,879,391
694,5/18/2020,468,194
695,5/18/2020,794,118
696,5/19/2020,624,135
697,5/19/2020,378,289
698,5/19/2020,316,387
699,5/19/2020,966,272
700,5/19/2020,972,336
701,5/20/2020,897,114
702,5/20/2020,372,292
703,5/20/2020,980,399
704,5/20/2020,161,43
705,5/20/2020,695,135
706,5/21/2020,979,170
707,5/21/2020,828,357
708,5/21/2020,441,69
709,5/21/2020,496,225
710,5/21/2020,798,354
711,5/22/2020,118,98
712,5/22/2020,276,89
713,5/22/2020,711,46
714,5/22/2020,495,290
715,5/22/2020,544,69
716,5/23/2020,332,311
717,5/23/2020,175,266
718,5/23/2020,364,283
719,5/23/2020,554,98
720,5/23/2020,895,209
721,5/24/2020,817,66
722,5/24/2020,834,380
723,5/24/2020,483,373
724,5/24/2020,663,371
725,5/24/2020,950,208
726,5/25/2020,605,275
727,5/25/2020,466,241
728,5/25/2020,243,391
729,5/25/2020,984,260
730,5/25/2020,168,288
731,5/26/2020,198,20
732,5/26/2020,495,53
733,5/26/2020,124,98
734,5/26/2020,990,255
735,5/26/2020,568,353
736,5/27/2020,583,396
737,5/27/2020,664,368
738,5/27/2020,250,117
739,5/27/2020,243,101
740,5/27/2020,668,211
741,5/28/2020,138,272
742,5/28/2020,208,57
743,5/28/2020,792,33
744,5/28/2020,141,366
745,5/28/2020,285,329
746,5/29/2020,497,228
747,5/29/2020,322,376
748,5/29/2020,733,108
749,5/29/2020,232,75
750,5/29/2020,262,113
751,5/30/2020,314,112
752,5/30/2020,832,359
753,5/30/2020,334,104
754,5/30/2020,942,264
755,5/30/2020,757,41
756,5/31/2020,850,310
757,5/31/2020,687,291
758,5/31/2020,108,325
759,5/31/2020,173,141
760,5/31/2020,591,147
761,6/1/2020,352,132
762,6/1/2020,329,292
763,6/1/2020,618,355
764,6/1/2020,273,149
765,6/1/2020,752,151
766,6/2/2020,267,104
767,6/2/2020,269,369
768,6/2/2020,492,100
769,6/2/2020,894,344
770,6/2/2020,733,88
771,6/3/2020,293,167
772,6/3/2020,616,35
773,6/3/2020,128,326
774,6/3/2020,264,124
775,6/3/2020,521,184
776,6/4/2020,438,220
777,6/4/2020,747,216
778,6/4/2020,595,204
779,6/4/2020,464,341
780,6/4/2020,932,284
781,6/5/2020,441,382
782,6/5/2020,599,119
783,6/5/2020,756,361
784,6/5/2020,610,339
785,6/5/2020,426,233
786,6/6/2020,316,297
787,6/6/2020,400,181
788,6/6/2020,231,176
789,6/6/2020,903,270
790,6/6/2020,169,385
791,6/7/2020,351,116
792,6/7/2020,514,37
793,6/7/2020,886,346
794,6/7/2020,544,116
795,6/7/2020,975,20
796,6/8/2020,281,235
797,6/8/2020,266,151
798,6/8/2020,190,279
799,6/8/2020,813,144
800,6/8/2020,957,101
801,6/9/2020,630,302
802,6/9/2020,138,190
803,6/9/2020,225,78
804,6/9/2020,550,51
805,6/9/2020,272,180
806,6/10/2020,752,303
807,6/10/2020,853,125
808,6/10/2020,319,124
809,6/10/2020,737,247
810,6/10/2020,157,207
811,6/11/2020,759,89
812,6/11/2020,575,337
813,6/11/2020,555,309
814,6/11/2020,928,106
815,6/11/2020,994,389
816,6/12/2020,460,381
817,6/12/2020,100,75
818,6/12/2020,486,132
819,6/12/2020,447,32
820,6/12/2020,289,37
821,6/13/2020,604,201
822,6/13/2020,290,132
823,6/13/2020,607,248
824,6/13/2020,468,190
825,6/13/2020,508,314
826,6/14/2020,923,208
827,6/14/2020,216,98
828,6/14/2020,233,165
829,6/14/2020,157,201
830,6/14/2020,655,305
831,6/15/2020,784,269
832,6/15/2020,771,373
833,6/15/2020,272,333
834,6/15/2020,928,215
835,6/15/2020,914,342
836,6/16/2020,248,90
837,6/16/2020,179,267
838,6/16/2020,985,165
839,6/16/2020,312,125
840,6/16/2020,302,282
841,6/17/2020,863,315
842,6/17/2020,328,89
843,6/17/2020,775,212
844,6/17/2020,326,87
845,6/17/2020,758,324
846,6/18/2020,631,71
847,6/18/2020,540,389
848,6/18/2020,501,382
849,6/18/2020,146,304
850,6/18/2020,332,353
851,6/19/2020,404,28
852,6/19/2020,625,270
853,6/19/2020,242,351
854,6/19/2020,514,317
855,6/19/2020,612,203
856,6/20/2020,472,198
857,6/20/2020,665,217
858,6/20/2020,985,147
859,6/20/2020,358,39
860,6/20/2020,755,347
861,6/21/2020,570,84
862,6/21/2020,111,201
863,6/21/2020,429,260
864,6/21/2020,835,388
865,6/21/2020,883,43
866,6/22/2020,457,102
867,6/22/2020,507,338
868,6/22/2020,767,204
869,6/22/2020,472,335
870,6/22/2020,107,118
871,6/23/2020,221,81
872,6/23/2020,447,305
873,6/23/2020,775,41
874,6/23/2020,189,231
875,6/23/2020,747,145
876,6/24/2020,797,61
877,6/24/2020,415,117
878,6/24/2020,277,50
879,6/24/2020,639,177
880,6/24/2020,831,131
881,6/25/2020,968,266
882,6/25/2020,140,141
883,6/25/2020,839,292
884,6/25/2020,803,313
885,6/25/2020,601,226
886,6/26/2020,244,129
887,6/26/2020,300,297
888,6/26/2020,823,75
889,6/26/2020,560,394
890,6/26/2020,831,76
891,6/27/2020,851,310
892,6/27/2020,657,133
893,6/27/2020,646,327
894,6/27/2020,352,360
895,6/27/2020,489,217
896,6/28/2020,693,340
897,6/28/2020,982,198
898,6/28/2020,355,238
899,6/28/2020,808,296
900,6/28/2020,914,35
901,6/29/2020,549,398
902,6/29/2020,109,80
903,6/29/2020,923,73
904,6/29/2020,897,187
905,6/29/2020,341,45
906,6/30/2020,350,355
907,6/30/2020,976,84
908,6/30/2020,104,119
909,6/30/2020,218,93
910,6/30/2020,900,211
911,7/1/2020,473,190
912,7/1/2020,164,292
913,7/1/2020,245,396
914,7/1/2020,323,206
915,7/1/2020,338,42
916,7/2/2020,276,200
917,7/2/2020,878,346
918,7/2/2020,952,127
919,7/2/2020,381,354
920,7/2/2020,162,181
921,7/3/2020,316,321
922,7/3/2020,953,225
923,7/3/2020,926,97
924,7/3/2020,894,35
925,7/3/2020,788,346
926,7/4/2020,560,115
927,7/4/2020,709,166
928,7/4/2020,204,21
929,7/4/2020,198,29
930,7/4/2020,610,144
931,7/5/2020,484,100
932,7/5/2020,504,159
933,7/5/2020,922,345
934,7/5/2020,617,169
935,7/5/2020,575,307
936,7/6/2020,808,380
937,7/6/2020,962,359
938,7/6/2020,744,148
939,7/6/2020,969,258
940,7/6/2020,870,77
941,7/7/2020,536,217
942,7/7/2020,122,230
943,7/7/2020,664,64
944,7/7/2020,776,116
945,7/7/2020,813,298
946,7/8/2020,557,42
947,7/8/2020,182,354
948,7/8/2020,244,63
949,7/8/2020,184,46
950,7/8/2020,177,301
951,7/9/2020,556,116
952,7/9/2020,977,55
953,7/9/2020,100,128
954,7/9/2020,150,74
955,7/9/2020,784,211
956,7/10/2020,816,238
957,7/10/2020,871,204
958,7/10/2020,545,88
959,7/10/2020,548,336
960,7/10/2020,980,149
961,7/11/2020,587,74
962,7/11/2020,899,397
963,7/11/2020,133,116
964,7/11/2020,447,355
965,7/11/2020,194,106
966,7/12/2020,171,313
967,7/12/2020,650,138
968,7/12/2020,253,227
969,7/12/2020,349,353
970,7/12/2020,773,173
971,7/13/2020,537,54
972,7/13/2020,217,98
973,7/13/2020,870,86
974,7/13/2020,990,362
975,7/13/2020,405,53
976,7/14/2020,367,116
977,7/14/2020,153,188
978,7/14/2020,335,188
979,7/14/2020,488,170
980,7/14/2020,833,90
981,7/15/2020,862,22
982,7/15/2020,924,333
983,7/15/2020,500,51
984,7/15/2020,723,306
985,7/15/2020,866,101
986,7/16/2020,402,62
987,7/16/2020,306,124
988,7/16/2020,328,20
989,7/16/2020,952,80
990,7/16/2020,677,289
991,7/17/2020,174,199
992,7/17/2020,534,243
993,7/17/2020,202,25
994,7/17/2020,521,122
995,7/17/2020,803,29
996,7/18/2020,863,90
997,7/18/2020,837,109
998,7/18/2020,905,245
999,7/18/2020,405,177
1000,7/18/2020,197,247
1001,7/19/2020,949,145
1002,7/19/2020,897,228
1003,7/19/2020,434,116
1004,7/19/2020,958,93
1005,7/19/2020,534,134
1006,7/20/2020,546,210
1007,7/20/2020,407,189
1008,7/20/2020,348,326
1009,7/20/2020,265,223
1010,7/20/2020,580,75
1011,7/21/2020,434,227
1012,7/21/2020,641,60
1013,7/21/2020,858,51
1014,7/21/2020,205,34
1015,7/21/2020,662,81
1016,7/22/2020,180,174
1017,7/22/2020,232,303
1018,7/22/2020,896,228
1019,7/22/2020,999,339
1020,7/22/2020,237,206
1021,7/23/2020,283,149
1022,7/23/2020,500,146
1023,7/23/2020,429,311
1024,7/23/2020,884,133
1025,7/23/2020,607,218
1026,7/24/2020,951,32
1027,7/24/2020,168,290
1028,7/24/2020,645,108
1029,7/24/2020,873,234
1030,7/24/2020,152,297
1031,7/25/2020,549,222
1032,7/25/2020,304,93
1033,7/25/2020,225,44
1034,7/25/2020,846,120
1035,7/25/2020,142,195
1036,7/26/2020,851,136
1037,7/26/2020,982,185
1038,7/26/2020,210,60
1039,7/26/2020,860,363
1040,7/26/2020,762,385
1041,7/27/2020,282,139
1042,7/27/2020,947,116
1043,7/27/2020,194,164
1044,7/27/2020,473,235
1045,7/27/2020,619,248
1046,7/28/2020,999,332
1047,7/28/2020,459,149
1048,7/28/2020,999,371
1049,7/28/2020,795,396
1050,7/28/2020,380,337
1051,7/29/2020,294,156
1052,7/29/2020,963,343
1053,7/29/2020,294,356
1054,7/29/2020,766,292
1055,7/29/2020,192,136
1056,7/30/2020,771,325
1057,7/30/2020,160,387
1058,7/30/2020,733,113
1059,7/30/2020,150,187
1060,7/30/2020,502,222
1061,7/31/2020,888,360
1062,7/31/2020,104,168
1063,7/31/2020,565,202
1064,7/31/2020,703,171
1065,7/31/2020,781,93
1066,8/1/2020,928,384
1067,8/1/2020,633,293
1068,8/1/2020,504,61
